iter	RMSE
273	0.2534108018
274	0.2533118863
275	0.2531582732
276	0.2530273768
277	0.2529293875
278	0.252873374
279	0.25278186
280	0.2526295847
281	0.2525268708
282	0.2523382789
283	0.2522418699
284	0.2521686146
285	0.2519769319
286	0.251890173
287	0.2517709076
288	0.2516853457
289	0.2515500542
290	0.2514458322
291	0.2513366654
292	0.2512443753
293	0.2512039957
294	0.2511023405
295	0.2510061448
296	0.2509262169
297	0.2508467179
298	0.2507780751
299	0.2507017276
300	0.2505740656
301	0.2504959071
302	0.2503919448
303	0.2502844657
304	0.2502246775
305	0.2501276437
306	0.2500469598
307	0.2499057133
308	0.2498014487
309	0.2496685202
310	0.2495124264
311	0.2493889351
312	0.2493043685
313	0.2492059213
314	0.2490936931
315	0.2490425085
316	0.2489071156
317	0.2487946026
318	0.2486745672
319	0.2485920206
320	0.2485494372
321	0.2484532996
322	0.2483998697
323	0.248320264
324	0.248217969
325	0.2481312325
326	0.2480532696
327	0.2479597848
328	0.2479235772
329	0.2478525035
330	0.2477870655
331	0.2476589415
332	0.2475788526
333	0.2474966249
334	0.2474204689
335	0.2473109292
336	0.2472357083
337	0.2470514384
338	0.2469129896
339	0.2468029964
340	0.2467546984
341	0.2466389414
342	0.2466022376
343	0.2465398288
344	0.2464846175
345	0.2464157002
346	0.2463201882
347	0.246234441
348	0.2461509105
349	0.2460664151
350	0.24597971
351	0.2458494164
352	0.2457819697
353	0.2456987583
354	0.2456048722
355	0.245525151
356	0.2454451177
357	0.2453454249
358	0.2452513204
359	0.2451753239
360	0.24507371
361	0.244997421
362	0.2448474759
363	0.2447900679
364	0.2447407971
365	0.2445771898
366	0.2445083627
367	0.2444559943
368	0.2443854393
369	0.2442785903
370	0.2441847034
371	0.2441202226
372	0.2440343443
373	0.2440225074
374	0.243820165
375	0.2437083403
376	0.2435948874
377	0.2435088181
378	0.2435032799
379	0.2433931082
380	0.2433568237
381	0.2432821652
382	0.243194096
383	0.2431563595
384	0.2431456171
385	0.243072095
386	0.2429661428
387	0.2428722223
388	0.2428277999
389	0.2427356145
390	0.2426589449
391	0.2426567025
392	0.2425968738
393	0.2425776126
394	0.2425116434
395	0.2424550743
396	0.2423928749
397	0.2423858402
398	0.2422338174
399	0.2421729322
400	0.2420886059
401	0.2419834557
402	0.2419113605
403	0.2418700341
404	0.2418280218
405	0.2417367522
406	0.2417339453
407	0.2416566765
408	0.2415867473
409	0.2414960229
410	0.241394784
411	0.241390399
412	0.2413329607
413	0.2412380209
414	0.2411701689
415	0.2410727992
416	0.2410418648
417	0.2409876931
418	0.2409238105
419	0.2408210398
420	0.2407285517
421	0.2405966536
422	0.2405438342
423	0.2404266405
424	0.2403558305
425	0.2402910177
426	0.2402328346
427	0.2401743189
428	0.2400732151
429	0.2399494547
430	0.239854087
431	0.2397609164
432	0.2396742354
433	0.2396193544
434	0.2395453902
435	0.2394513198
436	0.2393536179
437	0.2392911601
438	0.2392834187
439	0.2392779158
440	0.2392766621
441	0.2391971658
442	0.2391862074
443	0.2391513817
444	0.2390879672
445	0.2390384352
446	0.2389704945
447	0.2389156885
448	0.2388317063
449	0.2387639193
450	0.2386775566
451	0.238538785
452	0.2384354159
453	0.238352916
454	0.2382230704
455	0.2381491926
456	0.23806044
457	0.2380222955
458	0.237991429
459	0.2379341696
460	0.2378735335
461	0.2378037942
462	0.2377300243
463	0.2376612876
464	0.2376131316
465	0.2375623528
466	0.2375136299
467	0.2374748932
468	0.2373899756
469	0.2372823285
470	0.2371974283
471	0.2371662536
472	0.237114347
473	0.2370204249
474	0.2369239475
475	0.2368527227
476	0.2367936471
477	0.236714606
478	0.236640202
479	0.236581054
480	0.2365464134
481	0.2364934528
482	0.2364783414
483	0.2364362365
484	0.2363893329
485	0.2363581157
486	0.2363129023
487	0.2362594395
488	0.236199588
489	0.2361476189
490	0.2360998325
491	0.2360631428
492	0.2359834636
493	0.2359073571
494	0.2358745202
495	0.2357951603
496	0.2357519884
497	0.2357444647
498	0.2356787145
499	0.2356250552
500	0.2355533211
501	0.2354535757
502	0.2353378175
503	0.2352613707
504	0.2352205739
505	0.2351682153
506	0.2351116752
507	0.2350146951
508	0.2349567623
509	0.2348956348
510	0.2348577797
511	0.2347843954
512	0.234726998
513	0.2347226963
514	0.234660866
515	0.234605721
516	0.2345572516
517	0.2344746914
518	0.2344129885
519	0.2343367789
520	0.234263576
521	0.2341781182
522	0.2341171625
523	0.2340674351
524	0.2339866177
525	0.2339150076
526	0.2338854158
527	0.2337998181
528	0.2337658162
529	0.2336854692
530	0.2336333901
531	0.233570452
532	0.2334840823
533	0.2334359297
534	0.2334006386
535	0.2333756279
536	0.2332972819
537	0.2332630933
538	0.233195627
539	0.2331322346
540	0.2330686348
541	0.232996152
542	0.2329319536
543	0.2328822405
544	0.2328185056
545	0.2327746746
546	0.2327287316
547	0.232643077
548	0.2325969609
549	0.2325463234
550	0.2324642687
551	0.2324393983
552	0.2323887962
553	0.232363805
554	0.2323146879
555	0.2322476787
556	0.232217062
557	0.2321431484
558	0.2320976411
559	0.2320673623
560	0.2319999547
561	0.231921014
562	0.2318614985
563	0.2318075786
564	0.2317611938
565	0.2317116191
566	0.231610657
567	0.2315649765
568	0.2315000744
569	0.231413328
570	0.2313593435
571	0.2313224312
572	0.2312759792
573	0.231221073
574	0.2311924105
575	0.2311413085
576	0.2310749622
577	0.2310493572
578	0.2310211313
579	0.2309464183
580	0.2309454133
581	0.2308883907
582	0.230809293
583	0.2307698903
584	0.2307445327
585	0.2306627639
586	0.2305951858
587	0.2305742042
588	0.2305281425
589	0.2304969042
590	0.2304564731
591	0.2304078411
592	0.2303586667
593	0.2302804817
594	0.2302192084
595	0.2301709592
596	0.2301306036
597	0.2300897603
598	0.2300318543
599	0.2299843209
600	0.2299402056
601	0.229894198
602	0.229823165
603	0.2297586568
604	0.2297111312
605	0.2296771841
606	0.2296121406
607	0.2295564618
608	0.2295149158
609	0.2294684018
610	0.2294340946
611	0.2293809016
612	0.2293303454
613	0.2292811507
614	0.2292422637
615	0.2292212609
616	0.229163494
617	0.2291182994
618	0.2290683368
619	0.2290230056
620	0.2289459799
621	0.228900593
622	0.2288529763
623	0.2287753696
624	0.228747954
625	0.2286695583
626	0.2286086552
627	0.2285725863
628	0.2284999196
629	0.2284606174
630	0.2284054615
631	0.2283500991
632	0.228293513
633	0.2282374435
634	0.2281605276
635	0.2280837903
636	0.2280445398
637	0.2279710187
638	0.2279175011
639	0.227895649
640	0.2278657692
641	0.2278325192
642	0.2277766541
643	0.2276878322
644	0.2276247201
645	0.2275963553
646	0.2275284736
647	0.2274584163
648	0.2274001177
649	0.2273438013
650	0.2272481385
651	0.2272203177
652	0.2271505665
653	0.2270854605
654	0.2270445512
655	0.2269777857
656	0.2269304205
657	0.2268921685
658	0.2268252526
659	0.2267825186
660	0.2267244692
661	0.226665141
662	0.2266038913
663	0.2265474247
664	0.2265057614
665	0.2264695646
666	0.2264391109
667	0.226391165
668	0.2263277691
669	0.2262593181
670	0.2262190459
671	0.2261676493
672	0.2260914116
673	0.226036636
674	0.2259713814
675	0.225916021
676	0.2258666116
677	0.2258406425
678	0.2257631995
679	0.2257023839
680	0.2256601906
681	0.2256336847
682	0.2255961494
683	0.225533061
684	0.2255104352
685	0.2254321793
686	0.2253949318
687	0.2253435055
688	0.225303745
689	0.2252438495
690	0.2251902815
691	0.2251755083
692	0.2251013282
693	0.2250532472
694	0.2250085123
695	0.2249876508
696	0.2249538931
697	0.2248842786
698	0.2248373358
699	0.2247992322
700	0.2247380553
701	0.2246730386
702	0.2246126489
703	0.2245517447
704	0.2245241328
705	0.224465622
706	0.2244113906
707	0.2243527754
708	0.2243004483
709	0.2242461416
710	0.2241921327
711	0.2240897776
712	0.2240530753
713	0.2240099821
714	0.2239595606
715	0.2239087267
716	0.2238668409
717	0.2238064219
718	0.2237611073
719	0.223711809
720	0.2236820021
721	0.2236344996
722	0.2235939958
723	0.2235454843
724	0.2234697302
725	0.2234463965
726	0.2234209259
727	0.2234018185
728	0.2233409306
729	0.2232806005
730	0.2232440551
731	0.2232177607
732	0.2231541362
733	0.2231119703
734	0.2230521482
735	0.2230025116
736	0.2229685941
737	0.2229046566
738	0.2228682172
739	0.2228112102
740	0.2227686603
741	0.222737349
742	0.2227019316
743	0.2226380936
744	0.2226018126
745	0.2225646017
746	0.2225269789
747	0.2224711603
748	0.2224089977
749	0.2223660499
750	0.2222928133
751	0.2222642082
752	0.2221991409
753	0.2221506385
754	0.2220984706
755	0.2220730129
756	0.2220436045
757	0.2219784591
758	0.2219510544
759	0.221893652
760	0.2218463164
761	0.221788087
762	0.2216888656
763	0.2216312745
764	0.2215983073
765	0.2215573797
766	0.2215192514
767	0.2214859387
768	0.2214233683
769	0.2213606168
770	0.2213180338
771	0.2212448177
772	0.2211894662
773	0.221153611
774	0.2211030846
775	0.2210263714
776	0.2209862164
777	0.2209264495
778	0.2208753756
779	0.2208168712
780	0.2207586082
781	0.2207116426
782	0.2206473589
783	0.2206117188
784	0.2205690437
785	0.2205275597
786	0.2204573109
787	0.2204099436
788	0.2203730141
789	0.220293273
790	0.2202608138
791	0.2202062305
792	0.2201564556
793	0.2201182154
794	0.2200949955
795	0.2200296206
796	0.2199500368
797	0.2199031941
798	0.2198750535
799	0.2198371817
800	0.2197708499
801	0.2197141062
802	0.2196649856
803	0.2196525267
804	0.2196056956
805	0.2195592269
806	0.2194979905
807	0.2194625415
808	0.2194199829
809	0.2193806762
810	0.219322424
811	0.2193017057
812	0.2192478873
813	0.2192224577
814	0.2191756446
815	0.2191348785
816	0.2191080683
817	0.2190470738
818	0.2190092364
819	0.2189790289
820	0.2189411832
821	0.2188949305
822	0.2188494955
823	0.2188070723
824	0.2187740514
825	0.2187295714
826	0.2187019795
827	0.218676481
828	0.2186143554
829	0.2185427055
830	0.2184964227
831	0.2184693116
832	0.2184136972
833	0.2183641085
834	0.2183202564
835	0.2182882355
836	0.2182541219
837	0.218186463
838	0.2181282686
839	0.2180843389
840	0.218044879
841	0.2180085949
842	0.2179535063
843	0.2179169409
844	0.2178613855
845	0.2178086982
846	0.2177791195
847	0.2177481569
848	0.217704608
849	0.2176524985
850	0.2175977851
851	0.2175683813
852	0.2175228655
853	0.2174684495
854	0.2174067849
855	0.2173619219
856	0.2173305737
857	0.2172741092
858	0.217244536
859	0.2171866693
860	0.2171577598
861	0.2171211813
862	0.2170842906
863	0.2170646661
864	0.2170083668
865	0.216978456
866	0.2169347275
867	0.2168937463
868	0.2168196844
869	0.2168005842
870	0.2167752592
871	0.2167599043
872	0.2167385042
873	0.2166963838
874	0.216660835
875	0.2166177741
876	0.2166073598
877	0.2165630581
878	0.2165191407
879	0.2164792454
880	0.2164699083
881	0.2164188842
882	0.216349842
883	0.2163225249
884	0.2162620921
885	0.2162003406
886	0.2161481295
887	0.2161177855
888	0.2160853201
889	0.2160321388
890	0.2159978291
891	0.2159713547
892	0.2159453516
893	0.2159157706
894	0.2158734972
895	0.2158210495
896	0.2157731966
897	0.2157026712
898	0.2156521733
899	0.2155910929
900	0.2155227201
901	0.2155063864
902	0.2154337392
903	0.2153859741
904	0.2153447584
905	0.2153184827
906	0.2152687103
907	0.2152281737
908	0.2151887273
909	0.2151509771
910	0.2151030812
911	0.2150498431
912	0.214994132
913	0.2149751448
914	0.2149150139
915	0.214859636
916	0.2148177962
917	0.2147844387
918	0.2147440037
919	0.214705885
920	0.2146556736
921	0.2146053703
922	0.2145694934
923	0.2145229801
924	0.2144965784
925	0.2144475718
926	0.2144041862
927	0.2143736722
928	0.2143472842
929	0.2142953321
930	0.2142524429
931	0.2141975297
932	0.2141455114
933	0.2141285389
934	0.2140985993
935	0.214053835
936	0.2140201018
937	0.2139928726
938	0.2139395167
939	0.2139172619
940	0.2138847238
941	0.2138173847
942	0.2137892655
943	0.2137511187
944	0.2137121781
945	0.2136656289
946	0.2136171944
947	0.2135752739
948	0.213534305
949	0.213506484
950	0.2134737342
951	0.2134307176
952	0.2133552688
953	0.213313122
954	0.2132715225
955	0.2132355732
956	0.2132042622
957	0.2131665833
958	0.2131316619
959	0.213081691
960	0.2130367149
961	0.2130043985
962	0.212968298
963	0.2129064402
964	0.2128842652
965	0.2128521935
966	0.2128143513
967	0.2127739382
968	0.2127409571
969	0.2126862298
970	0.212642397
971	0.2126181309
972	0.2125840537
973	0.2125355396
974	0.2125009079
975	0.212437665
976	0.2123983771
977	0.2123528583
978	0.2122797903
979	0.2122446137
980	0.2122244864
981	0.2121946873
982	0.2121530678
983	0.2121018166
984	0.2120815704
985	0.212037188
986	0.2119796836
987	0.2119067092
988	0.2118976959
989	0.2118431174
990	0.2118127747
991	0.2118032143
992	0.2117430659
993	0.2117240358
994	0.2116651744
995	0.211639313
996	0.2116009408
997	0.2115445476
998	0.2115121256
999	0.2114854777
